,R_fighter,B_fighter,gender,weight_class,year,R_age,B_age,R_Stance,B_Stance,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,R_wins,B_wins,R_losses,B_losses,R_draw,B_draw,R_current_win_streak,B_current_win_streak,R_current_lose_streak,B_current_lose_streak,R_longest_win_streak,B_longest_win_streak,Winner
113,Curtis Blaydes,Justin Willis,Men's,Heavyweight,2019,28.0,31.0,Orthodox,Southpaw,265.0,264.0,203.2,198.12,5.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,Red
115,Jussier Formiga,Deiveson Figueiredo,Men's,Flyweight,2019,33.0,31.0,Orthodox,Orthodox,125.0,125.0,170.18,172.72,8.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,Red
116,Luis Pena,Steven Peterson,Men's,Featherweight,2019,25.0,28.0,Southpaw,Orthodox,155.0,145.0,190.5,177.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Red
117,Maycee Barber,JJ Aldrich,Women's,Women's Flyweight,2019,20.0,26.0,Switch,Southpaw,125.0,125.0,165.1,170.18,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,Red
119,Marlon Vera,Frankie Saenz,Men's,Bantamweight,2019,26.0,38.0,Switch,Orthodox,135.0,135.0,177.8,167.64,6.0,5.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,Red
120,Alexis Davis,Jennifer Maia,Women's,Women's Flyweight,2019,34.0,30.0,Orthodox,Orthodox,125.0,125.0,172.72,162.56,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,Blue
121,Randa Markos,Angela Hill,Women's,Women's Strawweight,2019,33.0,34.0,Orthodox,Orthodox,115.0,115.0,160.02,162.56,4.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Red
122,Ryan MacDonald,Chris Gutierrez,Men's,Bantamweight,2019,26.0,27.0,Switch,Orthodox,135.0,135.0,180.34,175.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Blue
123,Eric Shelton,Jordan Espinosa,Men's,Flyweight,2019,28.0,29.0,Orthodox,Orthodox,125.0,125.0,172.72,180.34,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Blue
124,Darren Till,Jorge Masvidal,Men's,Welterweight,2019,26.0,34.0,Southpaw,Orthodox,170.0,170.0,187.96,187.96,5.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,Blue
125,Leon Edwards,Gunnar Nelson,Men's,Welterweight,2019,27.0,30.0,Southpaw,Switch,170.0,170.0,187.96,182.88,8.0,8.0,2.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,4.0,Red
126,Volkan Oezdemir,Dominick Reyes,Men's,Light Heavyweight,2019,29.0,29.0,Orthodox,Southpaw,205.0,205.0,190.5,195.58,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,Blue
128,Danny Roberts,Claudio Silva,Men's,Welterweight,2019,31.0,36.0,Southpaw,Southpaw,170.0,170.0,187.96,180.34,5.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,Blue
129,Jack Marshman,John Phillips,Men's,Middleweight,2019,29.0,33.0,Orthodox,Southpaw,185.0,185.0,185.42,190.5,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,Red
130,Arnold Allen,Jordan Rinaldi,Men's,Featherweight,2019,25.0,31.0,Southpaw,Orthodox,145.0,145.0,177.8,182.88,4.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,Red
131,Marc Diakiese,Joe Duffy,Men's,Lightweight,2019,25.0,31.0,Orthodox,Orthodox,155.0,155.0,185.42,185.42,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,Red
132,Nicolae Negumereanu,Saparbeg Safarov,Men's,Light Heavyweight,2019,24.0,32.0,Orthodox,Orthodox,205.0,205.0,198.12,198.12,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Blue
133,Danny Henry,Dan Ige,Men's,Featherweight,2019,30.0,27.0,Orthodox,Orthodox,145.0,145.0,185.42,180.34,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,Blue
134,Molly McCann,Priscila Cachoeira,Women's,Women's Flyweight,2019,28.0,30.0,Orthodox,Orthodox,125.0,125.0,157.48,165.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Red
135,Mike Grundy,Nad Narimani,Men's,Featherweight,2019,32.0,31.0,Orthodox,Orthodox,145.0,145.0,182.88,177.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Red
136,Derrick Lewis,Junior Dos Santos,Men's,Heavyweight,2019,34.0,35.0,Orthodox,Orthodox,260.0,238.0,200.66,195.58,12.0,14.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,9.0,Blue
137,Elizeu Zaleski dos Santos,Curtis Millender,Men's,Welterweight,2019,32.0,31.0,Orthodox,Orthodox,170.0,170.0,185.42,193.04,6.0,3.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,3.0,Red
138,Tim Means,Niko Price,Men's,Welterweight,2019,35.0,29.0,Orthodox,Orthodox,170.0,170.0,190.5,193.04,10.0,4.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,Blue
139,Blagoy Ivanov,Ben Rothwell,Men's,Heavyweight,2019,32.0,37.0,Southpaw,Orthodox,250.0,265.0,185.42,198.12,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,Red
140,Beneil Dariush,Drew Dober,Men's,Lightweight,2019,29.0,30.0,Southpaw,Southpaw,155.0,155.0,182.88,177.8,9.0,6.0,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,Red
141,Tim Boetsch,Omari Akhmedov,Men's,Middleweight,2019,38.0,31.0,Orthodox,Orthodox,185.0,185.0,187.96,185.42,12.0,5.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,Blue
142,Anthony Rocco Martin,Sergio Moraes,Men's,Welterweight,2019,29.0,36.0,Orthodox,Orthodox,170.0,170.0,185.42,182.88,7.0,8.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,Red
143,Marion Reneau,Yana Kunitskaya,Women's,Women's Bantamweight,2019,41.0,29.0,Orthodox,Orthodox,135.0,135.0,172.72,172.72,5.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,Blue
144,Grant Dawson,Julian Erosa,Men's,Featherweight,2019,25.0,29.0,Switch,Southpaw,145.0,145.0,182.88,187.96,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Red
146,Louis Smolka,Matt Schnell,Men's,Bantamweight,2019,27.0,29.0,Orthodox,Orthodox,135.0,135.0,172.72,177.8,6.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,Blue
147,Alex Morono,Zak Ottow,Men's,Welterweight,2019,28.0,32.0,Orthodox,Orthodox,170.0,170.0,182.88,182.88,4.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Red
148,Alex White,Dan Moret,Men's,Lightweight,2019,30.0,32.0,Southpaw,Southpaw,155.0,155.0,180.34,185.42,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Red
149,Jon Jones,Anthony Smith,Men's,Light Heavyweight,2019,31.0,30.0,Orthodox,Orthodox,205.0,205.0,213.36,193.04,17.0,7.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,3.0,Red
150,Tyron Woodley,Kamaru Usman,Men's,Welterweight,2019,36.0,31.0,Orthodox,Switch,170.0,170.0,187.96,193.04,9.0,9.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,9.0,Blue
151,Robbie Lawler,Ben Askren,Men's,Welterweight,2019,36.0,34.0,Southpaw,Orthodox,170.0,170.0,187.96,185.42,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,Blue
153,Cody Garbrandt,Pedro Munhoz,Men's,Bantamweight,2019,27.0,32.0,Orthodox,Orthodox,135.0,135.0,165.1,165.1,6.0,7.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,4.0,Blue
154,Jeremy Stephens,Zabit Magomedsharipov,Men's,Featherweight,2019,32.0,28.0,Orthodox,Orthodox,145.0,145.0,180.34,185.42,15.0,4.0,14.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0,Blue
155,Misha Cirkunov,Johnny Walker,Men's,Light Heavyweight,2019,32.0,26.0,Orthodox,Orthodox,205.0,205.0,195.58,208.28,5.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,Blue
156,Cody Stamann,Alejandro Perez,Men's,Bantamweight,2019,29.0,29.0,Orthodox,Orthodox,135.0,135.0,162.56,170.18,3.0,7.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0,Red
157,Diego Sanchez,Mickey Gall,Men's,Welterweight,2019,37.0,27.0,Southpaw,Switch,170.0,170.0,182.88,187.96,17.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,Red
160,Polyana Viana,Hannah Cifers,Women's,Women's Strawweight,2019,26.0,26.0,Orthodox,Orthodox,115.0,115.0,170.18,160.02,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Blue
161,Jan Blachowicz,Thiago Santos,Men's,Light Heavyweight,2019,35.0,35.0,Orthodox,Orthodox,205.0,205.0,198.12,193.04,6.0,12.0,4.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0,Blue
162,Stefan Struve,Marcos Rogerio de Lima,Men's,Heavyweight,2019,31.0,33.0,Orthodox,Orthodox,265.0,253.0,213.36,190.5,12.0,5.0,9.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,Red
163,Gian Villante,Michal Oleksiejczuk,Men's,Light Heavyweight,2019,33.0,24.0,Orthodox,Southpaw,205.0,205.0,193.04,187.96,7.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,Blue
164,Liz Carmouche,Lucie Pudilova,Women's,Women's Flyweight,2019,35.0,24.0,Orthodox,Orthodox,125.0,125.0,167.64,170.18,4.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,Red
165,John Dodson,Petr Yan,Men's,Bantamweight,2019,34.0,26.0,Orthodox,Switch,135.0,135.0,167.64,170.18,9.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,Blue
166,Magomed Ankalaev,Klidson Abreu,Men's,Light Heavyweight,2019,26.0,26.0,Orthodox,Orthodox,205.0,235.0,190.5,187.96,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
167,Dwight Grant,Carlo Pedersoli,Men's,Welterweight,2019,34.0,25.0,Switch,Southpaw,170.0,170.0,193.04,190.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Red
168,Daniel Teymur,Chris Fishgold,Men's,Featherweight,2019,31.0,26.0,Orthodox,Orthodox,145.0,145.0,175.26,172.72,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Blue
171,Michel Prazeres,Ismail Naurdiev,Men's,Welterweight,2019,37.0,22.0,Orthodox,Orthodox,170.0,170.0,170.18,187.96,10.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,Blue
172,Rustam Khabilov,Diego Ferreira,Men's,Lightweight,2019,32.0,34.0,Orthodox,Orthodox,155.0,155.0,185.42,187.96,9.0,5.0,2.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,3.0,Blue
174,Francis Ngannou,Cain Velasquez,Men's,Heavyweight,2019,32.0,36.0,Orthodox,Orthodox,250.0,240.0,210.82,195.58,7.0,12.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,Red
175,James Vick,Paul Felder,Men's,Lightweight,2019,31.0,34.0,Orthodox,Orthodox,155.0,155.0,193.04,177.8,9.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,Blue
176,Cortney Casey,Cynthia Calvillo,Women's,Women's Strawweight,2019,31.0,31.0,Orthodox,Orthodox,115.0,115.0,170.18,162.56,4.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,Blue
177,Alex Caceres,Kron Gracie,Men's,Featherweight,2019,30.0,30.0,Southpaw,Southpaw,145.0,145.0,185.42,177.8,9.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Blue
178,Vicente Luque,Bryan Barberena,Men's,Welterweight,2019,27.0,29.0,Orthodox,Southpaw,170.0,170.0,190.5,182.88,7.0,5.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,Red
179,Andre Fili,Myles Jury,Men's,Featherweight,2019,28.0,30.0,Orthodox,Orthodox,145.0,145.0,187.96,185.42,6.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,Red
180,Jimmie Rivera,Aljamain Sterling,Men's,Bantamweight,2019,29.0,29.0,Orthodox,Orthodox,135.0,135.0,172.72,180.34,6.0,8.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,4.0,Blue
181,Benito Lopez,Manny Bermudez,Men's,Bantamweight,2019,24.0,24.0,Switch,Orthodox,135.0,135.0,185.42,180.34,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,Blue
182,Ashlee Evans-Smith,Andrea Lee,Women's,Women's Flyweight,2019,31.0,30.0,Orthodox,Orthodox,125.0,125.0,170.18,175.26,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Blue
183,Scott Holtzman,Nik Lentz,Men's,Lightweight,2019,35.0,34.0,Orthodox,Orthodox,155.0,155.0,175.26,172.72,5.0,13.0,2.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,Blue
184,Renan Barao,Luke Sanders,Men's,Bantamweight,2019,32.0,33.0,Orthodox,Southpaw,135.0,135.0,177.8,170.18,9.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,Blue
186,Israel Adesanya,Anderson Silva,Men's,Middleweight,2019,29.0,43.0,Switch,Southpaw,185.0,185.0,203.2,195.58,4.0,17.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,16.0,Red
188,Rani Yahya,Ricky Simon,Men's,Bantamweight,2019,34.0,26.0,Orthodox,Orthodox,135.0,135.0,170.18,175.26,11.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,Blue
190,Jimmy Crute,Sam Alvey,Men's,Light Heavyweight,2019,22.0,32.0,Orthodox,Southpaw,205.0,205.0,187.96,190.5,1.0,10.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,Red
191,Devonte Smith,Dong Hyun Ma,Men's,Lightweight,2019,25.0,30.0,Orthodox,Orthodox,155.0,155.0,193.04,177.8,1.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,Red
192,Shane Young,Austin Arnett,Men's,Featherweight,2019,25.0,27.0,Orthodox,Orthodox,145.0,145.0,182.88,182.88,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
193,Kai Kara-France,Raulian Paiva,Men's,Flyweight,2019,25.0,23.0,Orthodox,Orthodox,125.0,125.0,175.26,175.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
194,Teruto Ishihara,Kyung Ho Kang,Men's,Bantamweight,2019,27.0,31.0,Southpaw,Orthodox,135.0,135.0,175.26,185.42,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,Blue
195,Callan Potter,Jalin Turner,Men's,Lightweight,2019,34.0,23.0,Orthodox,Southpaw,155.0,155.0,182.88,195.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Blue
196,Wuliji Buren,Jonathan Martinez,Men's,Bantamweight,2019,29.0,32.0,Orthodox,Southpaw,135.0,135.0,175.26,177.8,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Blue
197,Raphael Assuncao,Marlon Moraes,Men's,Bantamweight,2019,36.0,30.0,Orthodox,Orthodox,135.0,135.0,167.64,170.18,11.0,3.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,3.0,Blue
198,Jose Aldo,Renato Moicano,Men's,Featherweight,2019,32.0,29.0,Orthodox,Orthodox,145.0,145.0,177.8,182.88,9.0,5.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,3.0,Red
199,Demian Maia,Lyman Good,Men's,Welterweight,2019,41.0,33.0,Southpaw,Orthodox,170.0,170.0,182.88,187.96,19.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,1.0,Red
200,Charles Oliveira,David Teymur,Men's,Lightweight,2019,29.0,29.0,Orthodox,Southpaw,155.0,155.0,187.96,185.42,13.0,5.0,9.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,5.0,Red
201,Johnny Walker,Justin Ledet,Men's,Light Heavyweight,2019,26.0,30.0,Orthodox,Orthodox,205.0,205.0,208.28,203.2,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Red
202,Livinha Souza,Sarah Frota,Women's,Women's Strawweight,2019,27.0,31.0,Orthodox,Southpaw,115.0,115.0,160.02,175.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
203,Markus Perez,Anthony Hernandez,Men's,Middleweight,2019,30.0,25.0,Orthodox,Orthodox,185.0,185.0,185.42,190.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
204,Mara Romero Borella,Taila Santos,Women's,Women's Flyweight,2019,32.0,25.0,Orthodox,Orthodox,125.0,125.0,175.26,172.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
205,Thiago Alves,Max Griffin,Men's,Welterweight,2019,35.0,33.0,Orthodox,Orthodox,170.0,170.0,177.8,193.04,14.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,Red
206,Junior Albini,Jairzinho Rozenstruik,Men's,Heavyweight,2019,27.0,30.0,Orthodox,Orthodox,264.0,242.0,187.96,198.12,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Blue
207,Geraldo de Freitas,Felipe Colares,Men's,Featherweight,2019,27.0,24.0,Orthodox,Orthodox,135.0,135.0,182.88,175.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
208,Ricardo Ramos,Said Nurmagomedov,Men's,Bantamweight,2019,23.0,26.0,Orthodox,Orthodox,135.0,135.0,182.88,177.8,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,Blue
209,Magomed Bibulatov,Rogerio Bontorin,Men's,Flyweight,2019,30.0,26.0,Orthodox,Orthodox,125.0,125.0,165.1,170.18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Blue
210,Henry Cejudo,TJ Dillashaw,Men's,Flyweight,2019,31.0,32.0,Orthodox,Orthodox,135.0,125.0,162.56,170.18,7.0,12.0,2.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,4.0,Red
211,Greg Hardy,Allen Crowder,Men's,Heavyweight,2019,30.0,29.0,Orthodox,Orthodox,265.0,245.0,203.2,193.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Blue
212,Gregor Gillespie,Yancy Medeiros,Men's,Lightweight,2019,32.0,31.0,Orthodox,Orthodox,155.0,155.0,180.34,190.5,5.0,6.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,3.0,Red
213,Joseph Benavidez,Dustin Ortiz,Men's,Flyweight,2019,34.0,30.0,Southpaw,Orthodox,125.0,125.0,165.1,165.1,13.0,8.0,3.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,3.0,Red
214,Paige VanZant,Rachael Ostovich,Women's,Women's Flyweight,2019,24.0,27.0,Orthodox,Orthodox,115.0,125.0,165.1,157.48,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,Red
215,Glover Teixeira,Karl Roberson,Men's,Light Heavyweight,2019,39.0,28.0,Orthodox,Southpaw,205.0,205.0,193.04,187.96,10.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,Red
216,Alexander Hernandez,Donald Cerrone,Men's,Lightweight,2019,26.0,35.0,Orthodox,Orthodox,155.0,155.0,182.88,185.42,2.0,21.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,8.0,Blue
217,Joanne Calderwood,Ariane Lipski,Women's,Women's Flyweight,2019,33.0,24.0,Orthodox,Orthodox,125.0,125.0,165.1,170.18,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Red
219,Cory Sandhagen,Mario Bautista,Men's,Bantamweight,2019,26.0,25.0,Switch,Switch,135.0,135.0,177.8,182.88,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Red
220,Dennis Bermudez,Te Edwards,Men's,Lightweight,2019,32.0,28.0,Orthodox,Orthodox,155.0,155.0,167.64,182.88,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,Red
221,Belal Muhammad,Geoff Neal,Men's,Welterweight,2019,30.0,28.0,Orthodox,Southpaw,170.0,170.0,182.88,190.5,5.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,Blue
222,Kyle Stewart,Chance Rencountre,Men's,Welterweight,2019,29.0,32.0,Orthodox,Southpaw,170.0,170.0,193.04,190.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Blue
223,Jon Jones,Alexander Gustafsson,Men's,Light Heavyweight,2018,31.0,31.0,Orthodox,Orthodox,205.0,205.0,213.36,200.66,16.0,10.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,13.0,6.0,Red
224,Cris Cyborg,Amanda Nunes,Women's,Women's Featherweight,2018,33.0,30.0,Orthodox,Orthodox,145.0,145.0,172.72,175.26,5.0,9.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,5.0,7.0,Blue
225,Carlos Condit,Michael Chiesa,Men's,Welterweight,2018,34.0,31.0,Orthodox,Southpaw,170.0,170.0,190.5,190.5,7.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0,Blue
226,Ilir Latifi,Corey Anderson,Men's,Light Heavyweight,2018,35.0,29.0,Orthodox,Orthodox,205.0,205.0,185.42,200.66,7.0,8.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,Blue
227,Chad Mendes,Alexander Volkanovski,Men's,Featherweight,2018,33.0,30.0,Orthodox,Orthodox,145.0,145.0,167.64,180.34,9.0,5.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,Blue
228,Andrei Arlovski,Walt Harris,Men's,Heavyweight,2018,39.0,35.0,Orthodox,Southpaw,240.0,250.0,195.58,195.58,16.0,4.0,11.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,2.0,Draw
229,Cat Zingano,Megan Anderson,Women's,Women's Featherweight,2018,36.0,28.0,Southpaw,Orthodox,145.0,145.0,172.72,182.88,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,Blue
230,Douglas Silva de Andrade,Petr Yan,Men's,Bantamweight,2018,33.0,25.0,Orthodox,Switch,135.0,135.0,172.72,170.18,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,Blue
232,Nathaniel Wood,Andre Ewell,Men's,Bantamweight,2018,25.0,30.0,Orthodox,Southpaw,135.0,135.0,175.26,190.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
233,Uriah Hall,Bevon Lewis,Men's,Middleweight,2018,34.0,27.0,Orthodox,Orthodox,185.0,185.0,200.66,200.66,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,Red
234,Curtis Millender,Siyar Bahadurzada,Men's,Welterweight,2018,31.0,34.0,Orthodox,Orthodox,170.0,170.0,193.04,185.42,2.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,Red
235,Brian Kelleher,Montel Jackson,Men's,Bantamweight,2018,32.0,26.0,Switch,Southpaw,135.0,135.0,167.64,190.5,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,Blue
236,Kevin Lee,Al Iaquinta,Men's,Lightweight,2018,26.0,31.0,Orthodox,Orthodox,170.0,155.0,195.58,177.8,10.0,8.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,Blue
237,Edson Barboza,Dan Hooker,Men's,Lightweight,2018,32.0,28.0,Orthodox,Switch,155.0,155.0,190.5,190.5,13.0,7.0,6.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,Red
238,Rob Font,Sergio Pettis,Men's,Bantamweight,2018,31.0,25.0,Orthodox,Orthodox,135.0,135.0,180.34,175.26,5.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,Red
239,Jim Miller,Charles Oliveira,Men's,Lightweight,2018,35.0,29.0,Southpaw,Orthodox,155.0,155.0,180.34,187.96,18.0,12.0,12.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,4.0,Blue
240,Zak Ottow,Dwight Grant,Men's,Welterweight,2018,31.0,34.0,Orthodox,Switch,170.0,170.0,182.88,193.04,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
241,Bobby Green,Drakkar Klose,Men's,Lightweight,2018,32.0,30.0,Orthodox,Orthodox,155.0,155.0,180.34,177.8,5.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,Blue
